,DIR_ID,DIRECTOR_NAME,YEARS_ACTIVE,LAST_NAME,FIRST_NAME,INVOLVEMENT
2693,LSh,Shores,1940,Shores,Lynn,D
2694,HSh,Shumlin,1943-1945,Shumlin,Herman,D
2695,ChS,Shyer,1984-1994,Shyer,Charles,D
2696,AdS,Sideman,1994,Sideman,Adi,D
2697,GSy,Sidney,1941-1967,Sidney,George,D
2698,DS,D.Siegel,1945-1980,Siegel,C.Don,VDP
2701,JsS,Signorelli,1983,Signorelli,James,D
2702,JSe,Silberg,1984,Silberg,Joel,D
2703,SSi,Siliphant,1957-1958,Siliphant,Sterling,WD
2705,DSv,D.Silver,1979,Silver,Dina,PD
2706,JMS,J.M.Silver,1974-1986,Silver,Joan Micklin,D
2708,MSv,M.Silver,1979,Silver,Marissa,D
2709,RSv,R.Silver,1993,Silver,Ron,PD
2710,RDS,R.D.Silver,1979,Silver,Ralph D.,PD
2711,SSv,S.Silver,1997,Silver,Scott,D
2712,ElS,Silverstein,1962-1977,Silverstein,Elliott,D
2713,FrS,F.Simon,1977,Simon,Francis,D
2714,NSi,N.Simon,1974,Simon,Neil,WPBD
2715,RSm,R.Simon,1991,Simon,Rainer,D
2716,SSS,S.Simon,1937-1949,Simon,S.Sylvan,DP
2717,GSm,Simonelli,1943,Simonelli,Giorgio C.,D
2718,SpS,Sin,1998,Sin,Stephen,D
2719,RBS,Sinclair,1938-1948,Sinclair,Robert B.,D
2721,AxS,A.Singer,1961,Singer,Alexander,D
2722,ByS,B.Singer,1991,Singer,Bryan,D
2723,GSr,G.Singer,1992,Singer,Gail,D
2724,ISn,J.Singleton,1991,Singleton,John,DW
2725,RSS,R.S.Singleton,1990,Singleton,Ralph S.,D
2726,GSi,Sinisi,1992,Sinisi,Gary,AD
2727,GSn,Sinyor,1999,Sinyor,Gary,D
2728,CSi,C.Siodmak,1951-1957,Siodmak,Curt,WBDP
2729,RSi,R.Siodmak,1929-1967,Siodmak,Robert,D
2730,DSk,Sirk,1934-1959,Sierck,Detlef (Douglas),D
2732,ASi,Sitaris,1991,Sitaris,Andy,D
2733,ASj,Sjoberg,1942-1966,Sjöberg,Alf,D
2735,ESk,Skjoldbjaerg,1998,Skjoldbjaerg,Eric,D
2736,JSk,Skolimowski,1966-1985,Skolimowski,Jerzy,ADW
2737,SSk,Skoog,1998,Skoog,Susan,D
2738,RSl,Slatzer,1971,Slatzer,Robert,D
2739,PSl,Sloane,1925,Sloane,Paul,D
2740,ESl,Sloman,1925-1934,Sloman,Edward,D
2741,GSl,Sluizer,1990-1993,Sluizer,George,D
2743,RCS,Smallwood,1921,Smallwood,Ray C.,D
2744,JaS,Smight,1963-1980,Smight,Jack,D
2746,BSm,B.Smith,1992,Smith,Bruce,D
2747,BuS,Bud.Smith,1987,Smith,Bud,D
2748,CSm,C.Smith,1997,Smith,Clive,D
2749,DSm,D.Smith,1960,Smith,David,D
2750,HSm,H.Smith,1972,Smith,Howard,D
2751,JSm,J.Smith,1985,Smith,Jack,D
2752,INS,J.N.Smith,1993,Smith,John,WD
2753,KSm,K.Smith,1995-1999,Smith,Kevin,WD
2754,MSm,M.Smith,1990,Smith,Mel,D
2755,NSm,N.Smith,1940,Smith,Noel,D
2756,aAS,Alan Smithee,1955-1996,anonymous,pseudonym,DPWA
2757,MSn,Snow,1967,Snow,Michael,D
2758,RSn,Snyder,1951-1989,Snyder,Robert,D
2759,MSo,Soavi,1989-1990,Soavi,Michele,D
2760,StS,Soderbergh,1989-1993,Soderbergh,Steven,D
2761,MSf,Soffici,1945,Soffici,Mario,D
2762,IiS,Softley,1991-1996,Softley,Ian,D
2763,ASv,Sokurov,1999,Sokurov,Alexander,D
2764,FeS,Solanas,1968,Solanas,Fernando E.,D
2765,ASo,Sole,1977,Sole,Alfred,D
2766,TSz,Solondz,1989-1998,Solondz,Todd,WDA
2767,OSo,Solum,1985,Solum,Ole,D
2768,SSo,Sommers,1993-1998,Sommers,Stephen,WD
2769,BSo,Sonnenveld,1991-1997,Sonneveld,Barry,CD
2770,ASp,Sopsits,1990,Sopsits,Arpad,D
2772,KSp,Spacey,1997,Spacey,Kevin,D
2773,PSp,Spheeris,1991-1993,Spheeris,Penelope,D
2774,RiS,Spence,1992,Spence,Richrad,D
2775,BtS,Spicer,1997,Spicer,Bryan,D
2778,SS,Spielberg,1957-1998,Spielberg,Steven,DP
2779,BSp,Spiers,1997,Spiers,Bob,D
2780,GKS,Spoor,1907,Spoor,George K.,DP
2781,JSp,Sprecher,1998,Sprecher,Jill,D
2782,RSp,Spottiswoode,1980-1997,Spottiswoode,Roger,D
2783,BaS,Stafford,1939,Stafford,Babe,D
2784,IMS,Stahl,1918-1949,Stahl,John M.,ADPS
2785,SyS,Stallone,1979,Stallone,Sylvester,AD
2787,PSt,Starr,1980,Starr,Peter,D
2788,JkS,Starrett,1973-1976,Starrett,Jack,AD
2789,WS,W.Staudte,1946,Staudte,W.,D
2790,MSC,StClair,1926,St.Clair,Mai,D
2791,RyS,Steckler,1963-1965,Steckler,Ray Dennis,D
2793,KSt,K.Stein,1992,Stein,Ken,D
2794,PLS,P.Stein,1935,Stein,Paul L.,D
2796,DSt,D.Steinberg,1981,Steinberg,David,D
2797,MSb,M.Steinberg,1993,Steinberg,Michael,D
2798,FkS,Stephani,1936,Stephani,Frederick,D
2799,WSt,Sterling,1972,Sterling,William,WD
2800,SHS,Stern,1981-1989,Stern,Steven Hillard,D
2801,S,Sternberg,1925-1953,von Sternberg,Josef (Jonas),PD
2803,GSt,G.Stevens sr.,1933-1969,Stevens,George,CDP
2804,GSj,G.Stevens jr.,1960-1961,Stevens,George jr.,D
2805,RSt,R.Stevens,1955-1969,Stevens,Robert,D
2806,LSt,L.Stevens,1960,Stevens,Leslie,WDP
2807,RoS,Stevenson,1932-1981,Stevenson,Robert,D
2808,BnS,B.Stiller,1994-1996,Stiller,Ben,D
2809,MSt,M.Stiller,1912-1928,Stiller,Mowscha (Mauritz),D
2810,WhS,Stillman,1990-1998,Stillman,Whit,WD
2811,AnS,And.Stone,1939-1972,Stone,Andrew,PD
2812,OlS,Ol.Stone,1981-1993,Stone,Oliver,WDP
2813,RtS,R.Stone,1987,Stone,Robert,D
2814,SSt,S.Stone,1998,Stone,Sharon,D
2815,VSt,V.Stone,1974,Stone,Virginia,D
2817,TSt,Stoppard,1990,Straussler,Thomas (Tom),BWD
2818,USt,Straume,1999,Straume,Unni,D
2819,FSt,Strayer,1933-1950,Strayer,Frank,D
2820,JSi,Strick,1967,Strick,Joseph,D
2821,HLS,Strock,1954,Strock,Herbert L.,D
2822,BSt,Streisand,1983,Streisand,Barbra,APWD
2823,YSt,Strom,1994,Strom,Yale,WD
2824,HSt,Stromberg,1923-1925,Stromberg,Hunt,PWD
2825,xSx,Stroux,1949,Stroux,gn,D
2826,JeS,J.Stuart,1997,Stuart,Jeb,D
2827,MeS,M.Stuart,1979,Stuart,Mel,D
2828,ISt,J.Sturges,1946-1977,Sturges,John,ED
2829,PS,P.Sturges,1933-1956,Biden,(Edmund) Preston,WD
2830,CsS,Sturridge,1992-1997,Sturridge,Charles,D
2832,ASu,Sucksdorff,1953,Sucksdorff,Arne,DWPCEA
2833,SwS,Sugg,1998,Sugg,Stewart,D
2834,TSu,Sullivan,1996,Sullivan,Tim,D
2835,JrS,Summers,1967,Summers,Jeremy,D
2836,SSu,Surjik,1993,Surjik,Stephen,D
2837,MyS,Suo,1997,Suo,Masuyuki,WD
2839,HSu,Suso,1978,Suso,Henry,D
2840,AES,A.E.Sutherland,1925-1956,Sutherland,A. Edward,D
2841,DSu,D.Sutherland,1991-1993,Sutherland,David,PD
2842,JSj,Svankmajer,1997,Svankmajer,Jan,D
2843,JSv,Sverak,1991,Sverak,Jan,D
2844,NSv,Svoboda,1992,Svoboda,Nancy,D
2845,EWS,Swackhammer,1979-1992,Swackhammer,E.W.,D
2846,BSw,Swaim,1983,Swain,Bob,D
2847,DvS,Swift,1958-1967,Swift,David,DW
2848,MSw,Switzer,1992,Switzer,Michael,D
2849,HJS,Syberberg,1982,Syberberg,Hans-Jürgen,D
2850,PSy,Sykes,1976,Sykes,Peter,D
2851,IsS,Szabo,1985-1991,Szabó,István,D
2852,ISz,Szazs,1994,Szazs,Janos,D
2853,SSz,Szlingerbaum,1980,Szlingerbaum,Samy,D
2854,JSz,Szwarc,1974-1984,Szwarc,Jeannot,D
2855,JCT,Tacchella,1975,Tacchella,Jean-Charles,WD
2857,RTa,Talalay,1992,Talalay,Rachel,D
2858,YoT,Takita,1988,Takita,Yojiri,D
2859,LTa,Tamahori,1997,Tamahori,Lee,D
2860,ToT,Tanaka,1954,Tanaka,Tomoyuki,DP
2861,SkT,Taniguchi,1965,Taniguchi,Senkichi,D
2862,WTa,Tannen,1985-1988,Tannen,William,D
2863,ATa,Tanner,1971-1987,Tanner,Alain,D
2864,QTa,Tarantino,1992-1194,Tarantino,Quentin,WD
2865,AnT,Tarkovsky,1959-1983,Tarkovsky,Andrei,D
2866,FrT,Tashlin,1952-1668,Tashlin,Frank,WDP
2867,JT,Tati,1949-1971,Tatischeff,Jaques,AWD
2868,StT,Tatassopoulos,1932,Tatassopoulos,Stelios,D
2869,NT,Taurog,1928-1967,Taurog,Norman,AD
2870,BTv,Tavernier,1974-1988,Tavernier,Bertrand,D
2871,PlT,Taviani,1961-1994,Taviani,Paolo,D
2873,FTa,F.Taylor,1997,Taylor,Finn,WD
2875,DTa,D.Taylor,1957-1980,Taylor,Don,AD
2877,RyT,Ray Taylor,1926-1949,Taylor,Ray,AD
2878,SaT,Sam Taylor,1921-1945,Taylor,Sam,DW
2879,SET,S.E.V.Taylor,1924,Taylor,S.E.V.,D
2880,WDT,W.D.Taylor,1915-1922,Tanner,William Desmond,AD
2881,JTa,Taymor,1993,Taymor,Julie,D
2882,LwT,Teague,1964-1985,Teague,Lewis,D
2883,ATe,Techine,1969-1978,Téchiné,André,DW
2884,FTy,Teglasy,1989,Teglasy,Ferenc,D
2885,JuT,Temple,1980-1989,Temple,Julian,D
2886,ATn,Tennant,1997,Tennant,Andy,D
2887,STy,Terayama,1971-197 4,Terayama,Shuji,WD
2888,TTz,Tetzlaff,1941-1957,Tetzlaff,Ted,CD
2889,HiT,Teshigahara,1961-1991,Teshigahara,Hiroshi,D
2890,PTw,Tewkesbury,1964-1971,Tewkesbury,Peter,D
2892,MTh,Thibaut,1995,Thibaut,Michel,D
2893,WT,Thiele,1929-1960,Thiele,William,D
2894,BTh,B.Thomas,1995-1998,Thomas,Betty,D
2895,GTh,G.Thomas,1957,Thomas,G.,D
2896,RaT,R.Thomas,1948-1983,Thomas,Ralph,D
2897,RLT,R.L.Thomas,1981-1983,Thomas,Ralph L.,D
2898,PTh,P.Thomas,1988,Thomas,Pascal,D
2899,RuT,Thome,1964-1998,Thome,Rudolf,WD
2900,ETh,E.Thompson,1971,Thompson,Eric,D
2902,JLT,LeeThompson,1950-1984,Thompson,J.Lee,AWD
2903,BBT,Thornton,1999,Thornton,Billy Bob,AD
2904,JTh,J.Thorpe,1967,Thorpe,Jerry,PD
2905,RTh,R.Thorpe,1928-1967,Thorpe,Rollo Smolt (Richard),DP
2906,ETi,Till,1981-1997,Till,Eric,D
2907,GTi,Tillman,1997,Tillman,George  jr.,D
2908,PTi,Timars,1989,Timárs,Peter,D
2909,JTg,Tinling,1927-1952,Tinling,James,D
2912,JTo,Toback,1978-1990,Toback,James,WD
2913,RTo,Tognazzi,1994,Tognazzi,Ricky,D
2914,NoT,Tokar,1965-1975,Tokar,Norman,D
2915,STo,Toledo,1986,Toledo,Sergio,D
2916,MTo,Tolkin,1985,Tolkin,Michael,D
2918,SnT,Tong,1990,Tong,Stanley,VD
2919,BuT,Topper,1963,Topper,Burt,D
2920,GTo,Tornatore,1989-1996,Tornatore,Guiseppe,D
2921,SgT,Toubiana,1994,Toubiana,Serge,D
2922,MuT,Toure,1991,Touré,Moussa,D
2923,xTo,Tourjansky,1932,Tourjansky,gn,D
2924,MaT,M.Tourneur,1912-1917,Tourneur,Maurice,WD
2925,JqT,J.Tourneur,1939-1977,Tourneur,Jaques,D
2927,RT,Towne,1982-1998,Towne,Robert,WD
2928,RtT,Towsend,1987,Townsend,Robert,D
2929,WTy,Toye,1952,Toye,Wendy,D
2930,ITo,Tozum,1989,Tözüm,Irfan,WD
2931,MkT,Trayger,1994,Trayger,Mike,D
2932,JnT,Tramont,1981,Tramont,Jean-Claude,D
2933,IyT,Trauberg,1929,Trauberg,Ilya,D
2934,AlT,Travers,1947,Travers,Albert,D
2935,MoT,Treut,1985-1992,Treut,Monica,D
2936,ITr,Trent,1980,Trent,John,D
2937,JAT,Triana,1966,Triana,Jorge Ali,D
2938,GTr,Trikonis,1980-1981,Trikonis,Gus,D
2939,RTr,Troche,1994,Troche,Rose,D
2940,JTl,Troell,1965-1979,Troell,Jan,DCW
2941,MTs,Troisi,1991,Troisi,Massimo,D
2942,RoT,Tronson,1962-1964,Tronson,Robert,D
2943,GaT,Trousdale,1985,Trousdale,Gary,D
2944,FTr,Trueba,1994,Trueba,Fernando,D
2945,FT,Truffaut,1958-1983,Truffaut,Francois,D
2946,MT,Truman,1954-1963,Truman,Michael,ED
2947,DaT,Trumbo,1971,Trumbo,Dalton,WD
2948,DTr,Trumbull,1971-1983,Trumbull,Douglas,DP
2950,ShT,Tsukamoto,1989,Tsukamoto,Shinya,WDCEA
2951,SlT,Tsukerman,1983,Tsukerman,Slava,D
2952,STu,Tucci,1997,Tucci,Stan,AWD
2953,MiT,Tuchner,1971-1990,Tuchner,Michael,D
2954,ATk,A.Tucker,1998,Tucker,Anand,D
2955,xTu,Tucker,1954,Tucker,xgn,D
2956,RTu,Tuggle,1984,Tuggle,Richard,D
2957,MgT,Tully,1968,Tully,Montgomery,D
2958,LTu,Turman,1971-1982,Turman,Laurence,PD
2959,ATu,Turner,1989,Turner,Ann,D
2960,JTu,Turtletaub,1993,Turtletaub,Jon,D
2961,ITu,Turturro,1985-1993,Turturro,John,D
2962,FTu,Tuttle,1927-1956,Tuttle,Frank,D
2963,DTw,Twoohy,1996,Twoohy,David,D
2964,TTy,Tykwer,1998,Tykwer,Tom,WD
2965,GTz,Tzavellas,1955-1961,Tzavellas,Giorgos,D
2966,xUc,Ucicky,1938,Ucicky,gn,D
2967,LUl,Ullman,1999,Ullman,Liv,D
2968,EGU,Ulmer,1934-1964,Ulmer,Edgar G.,D
2969,RUn,Underwood,1991,Underwood,Ron,D
2970,Z00,Unknown0,1916,Anonymous,gn,D
2971,Z01,Unknown1,1916,Anonymous,gn,D
2972,Z02,Unknown2,1908,Anonymous,gn,D
2973,Z03,Unknown3,1988,Anonymous,gn,D
2974,Z09,Unknown9,1984,Anonymous,gn,D
2975,Z10,Unknown10,1969,Anonymous,gn,D
2976,Z11,Unknown11,1930,Anonymous,gn,D
2977,Z12,Unknown12,1912,Anonymous,gn,D
2978,Z14,Unknown14,1997,Anonymous,gn,D
2979,Z15,Unknown15,1915,Anonymous,gn,D
2980,Z18,Unknown18,1988,Anonymous,gn,D
2981,Z20,UnYear20,1920,UnYear1920,gn,D
2982,Z21,UnYear21,1921,UnYear1921,gn,D
2983,Z23,UnYear23,1923,UnYear1923,gn,D
2984,Z28,Unknown28,1980,Anonymous,gn,D
2985,Z32,UnYear32,1932,Anonymous,gn,D
2986,Z34,Unknown34,1976,Anonymous,gn,D
2987,Z35,UnYear35,1935,UnYear1935,gn,D
2988,Z39,UnYear39,1939,UnYear1939,gn,D
2989,Z42,Unknown42,1913,Anonymous,gn,D
2990,Z43,UnYear43,1943,UnYear1943,gn,D
2991,Z47,UnYear47,1947,UnYear1947,gn,D
2992,Z48,Unknown48,1988-1990,Anonymous,gn,D
2993,Z49,Unknown49,1929,Anonymous,gn,D
2994,Z54,Unknown54,1988,Anonymous,gn,D
2995,Z55,Unknown55,1988,Anonymous,gn,D
2996,Z56,Unknown56,1956,Anonymous,gn,D
2997,Z57,Unknown57,1957,Anonymous,gn,D
2998,Z50,UnYear50,1950,UnYear1950,gn,D
2999,Z64,UnYear64,1964,UnYear1964,gn,D
3000,Z65,UnYear65,1965,UnYear1965,gn,D
3001,Z66,UnYear66,1966,UnYear1966,gn,D
3002,Z69,UnYear69,1969,UnYear1969,gn,D
3003,Z71,UnYear71,1971,UnYear1971,gn,D
3004,Z72,UnYear72,1972,UnYear1972,gn,D
3005,Z73,UnYear73,1973,UnYear1973,gn,D
3006,Z74,UnYear74,1974,UnYear1974,gn,D
3007,Z78,UnYear78,1978,UnYear1978,gn,D
3008,Z80,UnYear80,1980,UnYear1980,gn,D
3009,Z81,UnYear81,1981,UnYear1981,gn,D
3010,Z82,UnYear82,1982,UnYear1982,gn,D
3011,Z84,UnYear84,1984,UnYear1984,gn,D
3012,Z85,UnYear85,1985,UnYear1985,gn,D
3013,Z86,UnYear86,1986,UnYear1986,gn,D
3014,Z87,UnYear87,1987,UnYear1987,gn,D
3015,Z88,UnYear88,1988,UnYear1988,gn,D
3016,Z89,UnYear89,1989,UnYear1989,gn,D
3017,Z90,UnYear90,1990,UnYear1990,gn,D
3018,Z91,UnYear91,1991,UnYear1991,gn,D
3019,Z92,UnYear92,1992,UnYear1992,gn,D
3020,Z94,UnYear94,1994,UnYear1994,gn,D
3021,Z95,UnYear95,1995,UnYear1995,gn,D
3023,Z97,UnYear97,1997,UnYear1997,gn,D
3024,Z98,UnYear98,1998,UnYear1998,gn,D
3025,Z99,UnYear99,1999,UnYear1999,gn,D
3026,MTU,Uno,1989,Uno,Michael Toshiyuki,D
3027,PUs,Ustinov,1946-1965,Ustinov,Peter,ADW
3028,MUy,Uys,1997,Uys,Michael,D
3029,RoV,Vadim,1956,Plemiannikoff,Roger Vadim,D
3030,LVa,Valdez,1987,Valdex,Luis,D
3032,JCD,vanDamme,1991,van Damme,Jean-Claude,AP
3033,MvD,vanDiem,1997,van Diem,Mike,D
3034,JVD,VanDormael,1991-1992,Van Dormael,Jaco,D
3035,WvD,VanDyke,1918-1942,Van Dyke,"W.S., II",D
3036,BvH,vanHorn,1978-1980,van Horn,Buddy,D
3037,BvL,vanLieshout,1998,van Lieshout,Ben,D
3038,MRP,MrVanPeebles,1991-1993,Van Peebles,Mario,DA
3039,MVP,MlVanPeebles,1967-1989,Van Peebles,Melvin,DA
3040,GvS,vanSant,1988-1994,van Sant jr.,Gus,DW
3041,AvW,vanWarmerdam,1984,van Warmerdam,Alex,ADW
3042,AVa,Varda,1962-1993,Varda,Agnes,D
3043,VrM,Mr.Varnel,1932-1947,Varnel,Marcel,D
3044,VxM,Mx.Varnel,1958-1963,Varnel,Max,D
3045,JVa,Vasquez,1991,Vasquez,Joseph,D
3046,OtV,Vavra,1937,Vavra,Otakar,D
3047,FrV,Veber,1981-1986,Veber,Francis,WD
3049,GVe,Verbinski,1997,Verbinski,Gore,D
3050,CVe,Verdone,1999,Verdone,Carlo,D
3051,VVR,VerdonRoe,1990,VerdonRoe,Vivienne,D
3052,TVe,Verheul,1992,Verheul,Tom,D
3053,MVh,M.Verhoeven,1990,Verhoeven,Michael,D
3054,PVh,P.Verhoeven,1981-1990,Verhoeven,Paul,D
3055,HVe,Verneuil,1955,Verneuil,Henri,D
3056,NVe,Veronis,1998,Veronis,Nick,D
3057,TVw,Verow,1996,Verow,Todd,D
3058,DzV,Vertov,1927-1941,Kaufman,Dennis (Dziga),D
3059,BVS,VeSota,1955-1975,VeSota,Bruno,AD
3061,ChV,Ch.Vidor,1939-1957,Vidor,Charles,D
3062,KV,K.Vidor,1918-1982,Vidor,King,D
3063,Bvi,Viertel,1929-1936,Viertel,Berthold,D
3064,DaV,Vigne,1982,Vigne,Daniel,D
3065,JVi,Vigo,1930-1934,Almareyda,Jean,D
3066,AgV,Villaronga,1989,Villaronga,Agustin,D
3067,JVm,Vilsmaier,1985,Vilsmaier,Joseph,D
3068,PTV,Vince,1989,Vince,Pruit Taylor,D
3069,CVi,Vincent,1992,Vincent,Christian,D
3070,TVb,Vinterberg,1998,Vinterberg,Thomas,D
3071,JVl,Viola,1971,Viola,Joe,D
3072,NVg,Virgien,1998,Virgien,Norton,D
3073,LuV,Visconti,1942-1976,Visconti de Modrone,Luchino,D
3075,TVi,Vitale,1997,Vitale,Tony,D
3076,AVo,Vohrer,1962,Vohrer,Alfred,D
3077,RvP,vonPraunheim,1971,Miscwitzy,"Rosa, ex Holger",WD
3078,LvT,vonTrier,1988-1997,von Trier,Lars,D
3079,vSM,vonScherlerMayer,1998,von Scherler Mayer,Daisy,D
3080,MvT,vonTrotta,1990,von Trotta,Margaretha,D
3081,BVo,Vorhaus,1947,Vorhaus,Bernard,D
3082,SlV,Vorkapich,1961,Vorkapich,Slauko,D
3083,EvS,vonStroheim,1918-1928,Stroheim von Nordenwall,Hans Erich Maria,DA
3084,PVg,Voulgaris,1972,Voulgaris,Pantellis,D
3085,CVr,Vrettakos,1987,Vrettakos,Costas,D
3086,AWw,Wachowski,1995,Wachowski,Andy,D
3087,MWa,Wadleigh,1970-1981,Wadleigh,Michael,D
3088,GWg,Waggner,1938-1959,Waggoner,George,AWMDP
3089,PaW,Wagner,1994,Wagner,Paul,WPD
3090,AWj,Wajda,1954-1992,Wajda,Andrzej,D
3091,DWa,D.Walker,1984,Walker,Dorian,D
3092,PWa,P.Walker,1982,Walker,Pete,D
3093,StW,S.Walker,1931-1940,Walker,Stuart,D
3094,MWl,M.Wallace,1987,Wallace,Mary,WD
3095,RWa,Ri.Wallace,1927-1950,Wallace,Richard,ED
3096,RWc,Ra.Wallace,1998,Wallace,Randall,D
3097,TLW,T.L.Wallace,1991,Wallace,Tommy Lee,D
3098,AyW,Waller,1996,Waller,Anthony,D
3100,TWa,Walls,1935,Walls,Tom,SD
3101,RaW,Walsh,1915-1964,Walsh,Raoul,AD
3103,ChW,Walters,1943-1966,Walters,Charles,D
3104,FWa,Walton,1979,Walton,Fred,D
3105,MWz,Walz,1998,Walz,Martin,WD
3106,SWa,Wanamaker,1977,Wanamaker,Sam,AD
3107,WaW,Wang,1982-1989,Wang,Wayne,D
3109,DSW,D.S.Ward,1982-1993,Ward,David S.,WD
3110,ViW,V.Ward,1988-1998,Ward,Vincent,WD
3111,RWg,Wargnier,1993,Wargnier,Régis,D
3112,AWa,Warhol,1963-1967,Warhol,Andy,D
3114,DbW,D.Warner,1999,Warner,Deborah,D
3119,SoW,Wartman,1992,Wartman,Sonke,D
3120,MaW,Waszynski,1938,Waszynski,Machael,D
3121,IWa,Waters,1969-1994,Waters,John,DA
3122,HWa,Watt,1936-1959,Watt,Harry,D
3123,RWs,Watts,1983,Watts,Roy,D
3125,JWa,J.Wayne,1960-1968,Morrison,Marion Michael (John),APD
3127,JWe,J.Webb,1954-1962,Webb,Jack,APD
3129,MlW,M.Webb,1926-1929,Webb,Millard,D
3130,RDW,R.D.Webb,1953-1970,Webb,Robert D.,CD
3131,LoW,Weber,1913,Weber,Lois,WD
3132,BWb,B.Weber,1986,Weber,Bruce,CD
3133,AnW,Weeks,1992,Weeks,Andrew,D
3134,RWd,Weide,1999,Weide,Robert,D
3135,PW,Wegener,1913,Wegener,Paul,AWD
3136,PlW,Weiland,1994,Weiland,Paul,D
3137,ClW,Weill,1975,Weill,Claudia,D
3139,PWr,Weir,1971-1993,Weir,Peter,D
3140,DoW,D.Weis,1951-1966,Weis,Don,D
3141,GaW,G.Weis,1980,Weis,Gary,D
3142,RgW,Weisberg,1993,Weisberg,Roger,D
3143,SWm,Weisman,1999,Weisman,Sam,D
3144,RbW,Weiss,1994,Weiss,Rob,D
3145,MWe,Wekwerth,1957-1961,Wekwerth,Manfred,D
3146,MeW,M.Welles,1960-1972,Welles,Mel,AD
3147,OW,Welles,1940-1969,Welles,Orson,D
3148,DWl,Wellington,1997,Wellington,David,D
3149,W,Wellman,1921-1958,Wellman,William Augustus,DAW
3151,WiW,Wenders,1976-1997,Wenders,Wim,WD
3152,PWe,Wendkos,1959-1976,Wendkos,Paul,D
3153,JWg,Weng,1996,Weng,Jian,D
3154,AlW,Werker,1917-1958,Werker,Alfred L.,D
3155,SWe,Werneck,1996,Werneck,Sandra,D
3156,JfW,J.Werner,1980,Werner,Jf,D
3157,PrW,Werner,1981,Werner,Peter,D
3158,RWe,Wertheim,1990,Wertheim,Ron,AWD
3159,LiW,Wertmuller,1963-1994,Wertmüller von Elg,Angela Felice (Lina),D
3160,LaW,L.West,1915,West,Langdon,D
3161,RlW,R.West,1926,West,Roland,D
3162,SmW,S.West,1997,West,Simon,D
3163,HWe,Wexler,1970,Wexler,Haskell,WDCP
3164,JW,Whale,1930-1949,Whale,James,D
3166,TWh,Whelan,1923-1955,Whelan,Tim,DPE
3168,CWh,Whatham,1974,Whatham,Claude,D
3169,JuW,J.White,1931,White,Jules,D
3170,GWh,G.White,1935,White,George,GAD
3171,RtW,Whitehead,1982,Whitehead,Robert,D
3172,FWh,Whitaker,1995,Whitaker,Forest,D
3173,MWh,M.Whitney,1983,Whitney,Mark,D
3174,WWh,W.Whitney,1958-1991,Whitney,William,D
3175,DWi,Wickes,1983,Wickes,David,D
3176,JWs,Whitesell,1996,Whitesell,Jane,D
3177,WWi,Wiard,1975,Wiard,William,D
3178,BoW,Widerberg,1963-1979,Widerberg,Bo,D
3180,BeW,Wicki,1964,Wicki,Bernard,D
3181,KW,Wiederhorn,1980,Wiederhorn,Ken,D
3182,RoW,Wiemer,1980,Wiemer,Robert,WD
3183,CWi,C.Wiene,1931,Wiene,Conrad,D
3184,RW,Wiene,1919-1924,Wiene,Robert,D
3185,FWx,F.M.Wilcox,1943-1956,Wilcox,Fred McLeod,D
3186,HWx,H.Wilcox,1920-1959,Wilcox,Herbert,DP
3187,CoW,C.Wilde,1955-1972,Wilde,Cornel,AD
3189,TeW,T.Wilde,1927-1928,Wilde,Ted,D
3191,KlW,Wildenhahn,1968,Wildenhahn,Klaus,D
3193,GeW,G.Wilder,1961-1984,Silberman,Jerry,AWDP
3194,WLW,W.Wilder,1968,Wilder,W.Lee,WDP
3195,xWi,Wiles,1936,Wiles,,D
3196,CWl,Wilhelm,1914,Wilhelm,Carl,D
3198,DDW,D.D.Williams,1994,Williams,David D.,D
3200,GBW,J.B.Williams,1930,Williams,J.B.,D
3202,PWi,P.Williams,1967-1978,Williams,Paul,D
3203,RWl,R.Williams,1972,Williams,Richard,D
3205,FWs,F.Williamson,1991,Williamson,Fred,APD
3206,KWs,K.Williamson,1996,Williamson,Kevin,WPD
3208,MWu,Willutzki,1973,Willutzki,Max,D
3209,HuW,H.Wilson,1984-1996,Wilson,Hugh,D
3210,RcW,R.Wilson,1993,Wilson,Hugh,D
3211,ScW,Winant,1997,Winant,Scott,D
3212,SiW,Wincer,1993,Wincer,Simon,D
3213,BrW,Windust,1947-1959,Windust,Bretaigne,DP
3214,IWk,I.Winkler,"1991-1992,1979-1990",Winkler,Irwin,PD
3215,HeW,H.Winkler,1988-1193,Winkler,Henry,D
3216,MiW,Winner,1957-1983,Winner,Michael,D
3217,MWi,Winterbottom,1993-1997,Winterbottom,Michael,D
3218,DvW,Winters,1982,Winters,David,D
3219,HWi,H.Wise,1988,Wise,Herbert,D
3221,RWi,R.Wise,1944-1979,Wise,Robert,EDP
3222,FrW,Wiseman,1967-1994,Wiseman,Fred,D
3223,WWn,Witney,1937-1975,Witney,William,D
3224,IrW,Wohl,1980,Wohl,Ira,PDE
3225,KWW,Wong,1992-1996,Wong,Kar-Wei (Kirk),D
3226,IWo,Woo,1973-1993,Woo,John,D
3227,EDW,E.D.Wood jr,1953-1961,Wood,Edward D.jr.,DAW
3228,SW,S.Wood,1920-1949,Wood,Sam,D
3229,ABW,A.Woods,1934-1940,Woods,Arthur B.,D
3230,AWk,Wolk,1992,Wolk,Andy,D
