,ACTOR_ID,STAGE_NAME,YEARS_ACTIVE,LAST_GIVEN,FIRST_GIVEN,SEX,BIRTH,DEATH,ROLE_TYPES,NATIONALITY
2128,2129,Bernard Fresson,1959-1946,Fresson,Bernard,M,1933,199x,RU:,Fr
2129,2130,Leonard Frey,1970-1981,Frey,Leonard,M,1938,199x,R:character,Am
2130,2131,Sauri Frey,,,,M,,199x,RU:,Un
2131,2132,Jonathan Frid,1970-1990,Frid,Jonathan,M,1925,199x,R:vampire,Or
2132,2133,Blanche Friderici,1922-1934,Friderici,Blanche,F,1878,1933,R:stark; dour presence,Am
2133,2134,Steve Friedman,,,,M,,199x,RU:,Un
2134,2135,John Friedrich,,,,M,,199x,RU:,Un
2135,2136,Philip Friend,1941-1962,Friend,Philip,M,1915,199x,R:lead,Br
2136,2137,Willy Fritsch,1928-1947,Fritsch,Willy,M,1901,1973,R:jovial,Ge
2137,2138,Gert Frobe,1954-1980,Fröbe,Gert,M,1913,1988,R:villain,Ge
2138,2139,Gustav Froehlich,1926-1931,Fröhlich,Gustav,M,,1987,R:sr,Ct
2139,2140,Dominic Frontiere,1956-1981,Frontiere,Dominic,M,1931,199x,RU:,Am
2140,2141,Dwight Frye,1930-1943,Frye,Dwight,M,1899,1943,R:character,Am
2141,2142,Eric Fryer,,,,M,,199x,RU:,Un
2142,2143,Alan Fudge,,,,M,,199x,RU:,Un
2143,2144,Dale Fuller,,,,M,,199x,RU:,Un
2144,2145,Dolores Fuller,,,,F,,199x,RU:,Un
2145,2146,Lance Fuller,,,,M,,199x,RU:,Un
2146,2147,Robert Fuller,1966-1977,Fuller,Robert,M,1934,199x,R:lead,Am
2147,2148,Fiona Fullerton,1969-1972,Fullerton,Fiona,F,1955,199x,R:juvenile,Br
2148,2149,Jessie Lee Fulton,,,,M,,199x,RU:,Un
2149,2150,Annette Funicello,1957-1966,Funicello,Annette,F,1942,199x,R:lead,Am
2150,2151,Yvonne Furneaux,1952-1966,Furneaux,Yvonne,F,1928,199x,R:lead,Fr
2151,2152,Judith Furse,1939-1959,Furse,Judith,F,1912,199x,R:character,Br
2152,2153,Eddie Furlong,,Furlong,Edward,M,1977,199x,RU:,Un
2153,2154,Stephen Furst,,,,M,,199x,RU:,Un
2154,2155,Will Fyffe,1934-1947,Fyffe,Will,M,1884,1947,R:comedian,Br; Scots
2155,2156,Martin Gabel,1951-1980,Gabel,Martin,M,1912,199x,R:balding; rotund,Am
2156,2157,Jean Gabin,1930-1972,Moncourgé,Alexis,M,1904,1976,R:cool tough,Fr
2157,2158,Clark Gable,1924-1961,Gable,Clark,M,1901,1960,R:big ears; impudent grin,Am
2158,2159,John Clark Gable,1989-1995,Gable,John Clark,M,1960,199x,RU:,Am
2159,2160,Eva Gabor,1941-1970,Gabor,Eva,F,1921,199x,R:blonde,Hu
2160,2161,Zsa Zsa Gabor,1952-1972,Gabor,Sari,F,1917,199x,R:spoiled exotic,Hu
2161,2162,Helen Gahagan,1935,,Gahagan Douglas,Helen,F,,1980,R:royal
2162,2163,Max Gail,1984,,,M,,199x,RU:,Un
2163,2164,Charlotte Gainsbourg,1989,Gainsbourg,Charlotte,F,*,199x,R:lively,Fr
2164,2165,Serge Gainsbourg,,Gainsbourg,Serge,M,,1891,RU:,Fr
2165,2166,Peter Gallagher,1982-1990,Gallagher,Peter,M,,199x,RU:,Un
2166,2167,Rita Gam,1954,Gam,Rita,F,1940,199x,R:exotic,Ct
2167,2168,Michael Gambon,1972-1986,Gambon,Michael,M,,199x,R:intellectual,Br
2168,2169,Robin Gammell,,,,,,199x,RU:,Un
2169,2170,Ken Gampu,,,,M,,199x,RU:,Un
2170,2171,Abel Gance,1930,Gance,Abel,M,,1981,Fr,
2171,2172,Bruno Ganz,1976-1988,Ganz,Bruno,M,,199x,R:unusual,Ge
2172,2173,Teresa Ganzel,,,,F,,199x,RU:,Un
2173,2174,Matthew Garber,1963-1967,Garber,Matthew,M,1956,199x,R:child,Br
2174,2175,Greta Garbo,1922-1941,Gustafson,Greta,F,1905,1990,R:aloof beauty,Sw
2175,2176,Andres Garcia,,,,F,,199x,RU:,Un
2176,2177,Carlos Gardel,1920-1935,Gardel,Carlos,M,1893,1935,R:singer and tango dancer,Ar
2177,2178,Vincent Gardenia,1961-1988,Scognamiglio,Vincent,M,1922,199x,R:comic character,Am
2178,2179,Reginald Gardiner,1932-1966,Gardiner,Reginald,M,1903,1980,R:amiable silly,Br
2179,2180,Ava Gardner,1942-1980,Gardner,Ava,F,1922,1990,R:beauty,Am
2180,2181,Ed Gardner,1945,Gardner,Ed,M,1901,1963,R:comic,Am
2181,2182,Allen Garfield,1972-1983,Goorwitz,Allen,M,1939,199x,R:heavyset,Am
2182,2183,John Garfield,1938-1951,Garfinkle,Jacob Julius,M,1913,1952,R:aggressive,Am
2183,2184,Art Garfunkel,1970-1979,Garfunkel,Arthur,M,,199x,R:pop singer,Am
2184,2185,Ed Gargan,1933-1951,Gargan,Ed,M,1902,1964,R:cop,Am
2185,2186,William Gargan,1932-1957,Gargan,William,M,1905,1979,R:good guy,Am
2186,2187,John Garko,,,,M,,199x,RU:,Un
2187,2188,Beverly Garland,1949-1980,Fessenden,Beverly,F,1926,199x,R:pert and pretty screamer,Am
2188,2189,Judy Garland,1936-1963,Gumm,Frances,F,1922,1969,R:singer,Am
2189,2190,James Garner,1956-1993,Baumgarner,James,M,1928,199x,R:amiable; good-looking,Am
2190,2191,Peggy Ann Garner,1938-1978,Garner,Peggy Ann,F,1931,199x,R:child star,Am
2191,2192,Steve Garay,,,,M,,199x,RU:,Un
2192,2193,Joaquin Garay III,,,,M,,199x,RU:,Un
2193,2194,Teri Garr,1977-1983,Garr,Teri,F,1952,199x,R:blonde mother,Am
2194,2195,Jane Garofalo,1996-1997,Garofalo,,F,1965,199x,R:comic,Un
2195,2196,Betty Garrett,1946-1975,Garrett,Betty,F,1919,199x,R:peppy,Am
2196,2197,Eliza Garrett,,,,F,,199x,RU:,Un
2197,2198,Leif Garrett,,,,M,,199x,RU:,Un
2198,2199,Ellen Garrison,,,,F,,199x,RU:,Un
2199,2200,John Garrick,1931-1939,Doudy,Reginald,M,1902,199x,R:`the other man',Br
2200,2201,Greer Garson,1939-1978,Garson,Greer,F,1908,199x,R:gentle aristocratic good looks,Br(Ir)
2201,2202,Jennie Garth,1994,Garth,Jennie,F,1972,199x,R:sr,Am
2202,2203,Harold Gary,,,,M,,199x,RU:,Un
2203,2204,Lorraine Gary,1975-1979,Gary,Lorraine,F,,199x,R:general purpose,Am
2204,2205,Marie-Louise Gassen,,,,F,,199x,RU:,Un
2205,2206,Vittoria Gassman,1948-1982,Gassman,Vittoria,M,1922,199x,R:matinee idol,It
2206,2207,Lisa Gastoni,1954-1974,Gastoni,Lisa,F,1935,199x,R:lead,It
2207,2208,Larry Gates,1952-1969,Gates,Larry,F,1915,199x,R:merchant; good guy,Am
2208,2209,Nancy Gates,1942-1960,Gates,Nancy,F,1926,199x,R:lead,Am
2209,2210,Marjorie Gateson,1931-1953,Gateson,Marjorie,F,1891,1977,R:dignified mien,Am
2210,2211,Alexander Gauge,1949-1957,Gauge,Alexander,F,1914,1960,R:heavyweight,Br
2211,2212,Mikkel Gaup,1990,Gaup,Mikkel,M,1973,199x,R:brave,No
2212,2213,Fernand Gavet,,,,M,,199x,RU:,Un
2213,2214,Erica Gavin,1974,,,F,,199x,RU:,Am
2214,2215,John Gavin,1960,,,M,1928,199x,R:lead,Am
2215,2216,Peter Gawthorne,1929-1954,Gawthorne,Peter,M,1884,1962,R:pompous,Br
2216,2217,Gregory Gaye,1936-1958,Gaye,Gregory,M,1900,199x,R:character,Am
2217,2218,George Gaynes,,,,M,,199x,RU:,Un
2218,2219,Janet Gaynor,1926-1957,Gainer,Laura,F,1906,1984,R:wholesome,Am
2219,2220,Mitzi Gaynor,1950-1963,vonGerber,Francesca Mitzi,F,1930,199x,R:light lead,Am
2220,2221,Ben Gazzara,1957-1983,Gazzara,Ben,M,1930,199x,R:rebellious types,Am
2221,2222,Michael Gazzo,,,,M,,199x,RU:,Un
2222,2223,Ellen Geer,,,,F,,199x,RU:,Un
2223,2224,Will Geer,1932-1978,Ghere,William,M,1902,1978,R:sinister old men,Am
2224,2225,Judy Geeson,1967-1976,Geeson,Judy,F,1948,199x,R:lead,Br
2225,2226,Meg Gehrts,1913-1914,Gehrts,Emma Auguste,F,1891,1966,R:white wmoman in Africa,Ge
2226,2227,Daniel Gelin,1949-1971,Gélin,Daniel,M,1921,199x,R:lead,Fr
2227,2228,Guiliano Gemma,1962-1972,Gemma,Guiliano,M,1940,199x,R:speghetti westerns,It
2228,2229,Laura Gemser,1975-1978,,,F,,199x,R:nude,
2229,2230,Leo Genn,1935-1970,Genn,Leo,M,1905,1978,R:bland,Br
2230,2231,Linda Gentile,,,,F,,199x,RU:,Un
2231,2232,Chief Dan George,1969-1979,George,Chief,M,1899,1981,RU:,Ca (Indian)
2232,2233,Christopher George,1968-1983,George,Christopher,M,1929,1983,R:lead,Am
2233,2234,Gladys George,1920-1954,Clare,Gladys,F,1900,1954,R:lead,Am
2234,2235,Grace George,1943-1943,George,Grace,F,1879,1961,RU:,Am
2235,2236,Lynda Day George,1968-1983,Day,Linda,F,1944,199x,R:lead,Am
2236,2237,Muriel George,1932-1955,George,Muriel,F,1883,1965,R:plump; charladies,Br
2237,2238,Nathan George,,,,M,,199x,RU:,Un
2238,2239,Rita George,,,,F,,199x,RU:,Un
2239,2240,Susan George,1967-1982,George,Susan,F,1950,199x,R:lead,Br
2240,2241,Carmelita Geraghty,1925,,,F,,199x,R:villain,Am
2241,2242,Gil Gerard,1977-1983,Gerard,Gil,M,1943,199x,R:lead,Am
2242,2243,Steve Geray,1934-1963,Gyergyay,Stefan,M,1904,1973,R:mild-mannered,Hu
2243,2244,Bill Gerber,,,,M,,199x,RU:,Un
2244,2245,Richard Gere,1975-1983,Gere,Richard,M,1949,199x,R:lead,Am
2245,2246,Flo Gerish,,,,F,,199x,RU:,Un
2246,2247,Gene Gerrard,1931-1937,Gerrard,Gene,M,1892,1971,R:comedian,Br
2247,2248,John Getz,,,,M,,199x,RU:,Un
2248,2249,Alice Ghostley,1954-1972,Ghostley,Alice,F,1926,199x,R:revue comedienne; character,Am
2249,2250,Stathis Giallelis,1963-1967,Giallelis,Stathis,M,1939,199x,RU:,Gr
2250,2251,Giancarlo Giannini,1966-1984,Giannini,Giancarlo,M,1942,199x,R:lead,It
2251,2252,Judi Gibbs,,,,F,,199x,RU:,Un
2252,2253,Colin Gibson,,,,M,,199x,RU:,Un
2253,2254,Helen Gibson,1915-1951,Wenger,Rose August,F,1892,1977,R:lead,Am
2254,2255,Henry Gibson,1964-1981,Gibson,Henry,M,1935,199x,R:diminutive comedy character,Am
2255,2256,Hoot Gibson,1915-1961,Richard,Edward,M,1892,1962,R:cowboy hero,Am
2256,2257,Mel Gibson,1980-1982,Gibson,Mel,M,1951,199x,R:lead,Au
2257,2258,John Gielgud,1924-1991,Gielgud,Sir John,M,1904,199x,R:distinguished,Br
2258,2259,Stefan Gierasch,,,,M,,199x,RU:,Un
2259,2260,Frank Gifford,,,,M,,199x,RU:,Un
2260,2261,Gloria Gifford,,,,F,,199x,RU:,Un
2261,2262,Billy Gilbert,1929-1962,Gilbert,Billy,M,1893,1971,R:character comedian,Am
2262,2263,John Gilbert,1916-1935,Pringle,John,M,1895,1936,R:lead,Am
2263,2264,Melissa Gilbert,,,,F,,199x,RU:,Un
2264,2265,Bruce Gilchrist,,,,M,,199x,RU:,Un
2265,2266,Connie Gilchrist,1941-1970,Gilchrist,Connie,F,1901,199x,R:character,Am
2266,2267,Jack Gilford,1953-1982,Gellman,Jacob,M,1907,1990,R:comic,Am
2267,2268,Maude Gill,,,,F,,199x,RU:,Un
2268,2269,Dana Gillespie,,,,F,,199x,RU:,Un
2269,2270,Anita Gillette,,,,F,,199x,RU:,Un
2270,2271,William Gillette,1916-1916,Gillette,William,M,1855,1937,R:personified Sherlock Holmes,Am
2271,2272,Stu Gilliam,,,,M,,199x,RU:,Un
2272,2273,Terry Gilliam,,,,,,199x,RU:,Un
2273,2274,Jean Gillie,1935-1947,Gillie,Jean,F,1915,1949,R:lead,Br
2274,2275,Claude Gillingwater,1921-1939,Gillingwater,Claude,M,1870,1939,R:irascible old man,Am
2275,2276,Ann Gillis,1937-1946,O'Connor,Alma,F,1927,199x,R:child star,Am
2276,2277,Margalo Gillmore,1932-1956,Gillmore,Margalo,F,1897,1986,RU:,Am
2277,2278,Lowell Gilmore,1947-1954,Gilmore,Lowell,M,1907,1960,R:general purpose,Am
2278,2279,Virginia Gilmore,1941,Gilmore,Virginia,F,,1986,RU:,Am
2279,2280,Ian Gilmour,,,,M,,199x,RU:,Un
2280,2281,Hermione Gingold,1936-1976,Gingold,Hermione,F,1897,1987,R:revue comedienne,Br
2281,2282,Robert Ginty,,,,M,,199x,RU:,Un
2282,2283,Annie Girardot,1956-1981,Girardot,Annie,F,1931,199x,R:lead,Fr
2283,2284,Etienne Girardot,1912-1940,Girardot,Etienne,M,1856,1939,R:dapper,Br-Fr
2284,2285,Dorothy Gish,1912-1963,Gish,Dorothy,F,1898,1968,R:silent,Am
2285,2286,Lillian Gish,1914-1976,deGuiche,Lillian,F,1894,1993,R:fragile-looking,Am
2286,2287,Kathryn Givney,1948-1959,Givney,Kathryn,F,1897,1978,R:general purpose,Am
2287,2288,Anton Glanzelius,,,,M,,199x,RU:,Un
2288,2289,Yves Glary,,,,M,,199x,RU:,Fr
2289,2290,Gil Glasco,,,,M,,199x,RU:,Un
2290,2291,Paul Michael Glaser,1971-1982,Glaser,Paul,M,1943,199x,R:lead,Am
2291,2292,Sabine Glaser,,,,F,,199x,RU:,Un
2292,2293,Ron Glass,,,,M,,199x,RU:,Un
2293,2294,Jackie Gleason,1941-1983,Gleason,Jackie,M,1916,1987,R:heavyweight comedian,Am
2294,2295,Jimmie Gleason,1930-1958,Gleason,James Austin,M,1886,1959,R:hard-boiled comedy,Am
2295,2296,Lucille Gleason,1929-1945,Gleason,Lucille,F,1886,1947,R:character,Am
2296,2297,Paul Gleason,,,,M,,199x,RU:,Un
2297,2298,Russell Gleason,1929-1944,Gleason,Russell,M,1908,1945,R:juvenile actor,Am
2298,2299,Roy Glenister,,,,M,,199x,RU:,Un
2299,2300,Roy Glenn,1952-1971,Glenn,Roy,M,1901,1970,R:character,Am
2300,2301,Scott Glenn,1973-1982,Glenn,Scott,M,1942,199x,R:lead,Am
2301,2302,Sharon Gless,,,,F,,199x,RU:,Un
2302,2303,Bruce Glover,,,,M,,199x,RU:,Un
2303,2304,Crispin Glover,,,,M,,199x,RU:,Un
2304,2305,Danny Glover,1976-1990,Glover,Danny,M,1947,199x,R:brave black sidekick,Am
2305,2306,John Glover,1980,,,M,,199x,RU:,Un
2306,2307,Julian Glover,1963-1981,Glover,Julian,M,1935,199x,R:general purpose,Br
2307,2308,Carlin Glynn,1986,Glynn,carlin,F,,199x,R:wife,
2308,2309,Mary Glynne,1919-1937,Glynne,Mary,F,1898,1954,R:well-bred,Br
2309,2310,George Gobel,1956-1957,Gobel,George,M,1919,1991,R:little comic,Am
2310,2311,Paulette Goddard,1931-1972,Levy,Marion,F,1911,1990,R:pert; pretty,
2311,2312,Willoughby Goddard,1957-1959,Goddard,Willoughby,M,1932,199x,R:character,Br
2312,2313,Peter Godfrey,1939-1956,Godfrey,Peter,M,1899,1970,RU:,Br
2313,2314,Jacques Godin,,,,M,,199x,RU:,Un
2314,2315,Bernard Goetzke,1926,,,M,,199x,RU:,Un
2315,2316,John Goff,,,,M,,199x,RU:,Un
2316,2317,Norris Goff,1940-1942,Goff,Norris,M,1906,1978,R:hillbilly: Abner,Am
2317,2318,Gila Golan,1965-1969,Golan,Gila,F,1940,199x,R:lead,Am
2318,2319,Whoopi Goldberg,1985-1991,Goldberg,Whoopi,F,1950,199x,R:black character,Am
2319,2320,Jeff Goldblum,1974-1983,Goldblum,Jeff,M,1952,199x,R:lanky,Am
2320,2321,Charles Goldner,1940-1954,Goldner,Charles,M,1900,1955,R:character,Os
2321,2322,Lelia Goldoni,1959-1981,Goldoni,Lelia,F,1938,199x,RU:,Am
2322,2323,Matt Goldsby,,,,M,,199x,RU:,Un
2323,2324,Clio Goldsmith,,,,F,,199x,RU:,Un
2324,2325,Bobcat Goldthwait,,,,M,,199x,RU:,Un
2325,2326,Arlene Golonka,,,,F,,199x,RU:,Un
2326,2327,Minna Gombell,1931-1952,Gombell,Minna,F,1900,1973,R:hard-boiled roles,Am
2327,2328,Thomas Gomez,1942-1970,Gomez,Thomas,M,1905,1971,R:character,Am
2328,2329,Peter Gonzales,1972,Gonzales,Peter,M,19aa,199x,R:sr,Am
2329,2330,Michael Goodliffe,1948-1975,Goodliffe,Michael,M,1914,1976,R:officer; professional man,Br
2330,2331,Benny Goodman,1938-1955,Goodman,Benny,M,1909,199x,R:clarinettist; bandleader,Am
2331,2332,Dody Goodman,,,,,,199x,RU:,Un
2332,2333,Bill Goodwin,1942-1956,Goodwin,Bill,M,1910,1958,R:genial type,Am
2333,2334,Harold Goodwin,1950-1969,Goodwin,Harold,M,1917,199x,R:cockney serviceman; small-time cook,Br
2334,2335,Suki Goodwin,,,,F,,199x,RU:,Un
2335,2336,Allen Goorwitz,,,,M,,199x,RU:,Un
2336,2337,Leo Gorcey,1937-1969,Gorcey,Leo,M,1915,1969,R:tough; fast-talking,Am
2337,2338,Colin Gordin,,,,M,,199x,RU:,Un
2338,2339,Bruce Gordon,1950-1966,Gordon,Bruce,M,1919,199x,R:character,Am
2339,2340,C. Henry Gordon,1931-1940,Gordon,C. Henry,M,1882,1940,R:maniacally evil villain,Am
2340,2341,Colin Gordon,1947-1967,Gordon,Colin,M,1911,1972,R:mildly cynical civil servant,Br
2341,2342,Dexter Gordon,1982,,,M,,1990,R:musican,
2342,2343,Don Gordon,,,,M,,199x,RU:,Un
2343,2344,Gale Gordon,1942-1968,Aldrich,Gaylord,M,1905,199x,R:plump; fussy,Am
2344,2345,Keith Gordon,,,,M,,199x,RU:,Un
2345,2346,Leo Gordon,1953-1981,Gordon,Leo,M,1922,199x,R:thick-set,
2346,2347,Mary Gordon,1925-1947,Gordon,Mary,F,1882,1963,R:tiny,Br; Scots
2347,2348,Robert Gordon,,,,M,,199x,RU:,Un
2348,2349,Ruth Gordon,1915-1983,Jones,Ruth Gordon,F,1896,1985,R:distinguished,Am
2349,2350,Marius Goring,1936-1978,Goring,Marius,M,1912,199x,R:neurotic or fey roles,Br
2350,2351,Cliff Gorman,1969-1980,Gorman,Cliff,M,1936,199x,R:lead,Am
2351,2352,Lynee Gorman,,,,F,,199x,RU:,Un
2352,2353,Karen Gorney,1977-1977,Gorney,Karen Lynn,F,,199x,R:lead,Am
2353,2354,Frank Gorshin,1957-1981,Gorshin,Frank,M,1935,199x,R:wiry,Am
2354,2355,Marjoe Gortner,1973-1979,Gortner,Marjoe,F,1941,199x,RU:,Am
2355,2356,Lou Gossett,1968-1983,Gosset,Louis,M,1936,199x,R:soldier,Am
2356,2357,Lou Gossett jr.,,Gosset,Louis,M,,199x,RU:,Un
2357,2358,Walter Gotell,1959-1980,Gotell,Walter,M,,199x,R:KGB menace,Br
2358,2359,Ferdinand Gottschalk,1926-1936,Gottschalk,Ferdinand,M,1869,1944,R:balddomed,Br
2359,2360,Jetta Goudal,1924-1932,Goudal,Jetta,F,1898,199x,R:lead,Fr
2360,2361,Michael Gough,1946-1983,Gough,Michael,M,1917,199x,R:homicidal roles,Br
2361,2362,Elliott Gould,1966-1982,Goldstein,Elliott,M,1938,199x,R:unhandsomeness,Am
2362,2363,Harold Gould,1971-1980,Gould,Harold,M,1923,199x,R:light character,Am
2363,2364,Jason Gould,1991,Gould,Jason,M,,UN,younfg,Am
2364,2365,Robert Goulet,1963-1980,Applebaum,Stanley,M,1933,199x,R:lead,Ca
2365,2366,Michael Gover,,,,M,,199x,RU:,Un
2366,2367,Gibson Gowland,1917-1937,Gowland,Gibson,M,1872,1951,R:character,Br
2367,2368,Harry Goz,,,,M,,199x,RU:,Un
2368,2369,Patricia Gozzi,1962-1965,Gozzi,Patricia,F,1950,199x,R:juvenile,Fr
2369,2370,Betty Grable,1930-1955,Grable,Ruth Elizabeth,F,1916,1973,R:pinup,Am
2370,2371,Nickolas Grace,,,,M,,199x,RU:,Un
2371,2372,Gerrit Graham,,,,M,,199x,RU:,Un
2372,2373,Gloria Grahame,1944-1980,Hallward,Gloria,F,1924,1981,R:offbeat blonde,Am
2373,2374,Margot Grahame,1930-1957,Grahame,Margot,F,1911,199x,R:lead,Br
2374,2375,Alexander Granach,1923-1944,Granach,Alexander,M,1890,1945,R:character,Po
2375,2376,Farley Granger,1943-1978,Granger,Farley,M,1928,199x,R:weird lead,Am
2376,2377,Stewart Granger,1933-1977,Stewart,James Lablanche,M,1913,1993,R:lead,Br
2377,2378,Cary Grant,1932-1966,Leach,Archibald,M,1904,1986,R:handsome debonair,Br
2378,2379,Kathryn Grant,1953-1960,Grandstaff,Olive,F,1933,199x,R:lead,Am
2379,2380,Lawrence Grant,1921-1945,Grant,Lawrence,M,1870,1952,R:character,Br
2380,2381,Lee Grant,1951-1983,Rosenthal,Lyova,F,,199x,R:dynamic,Am
2381,2382,Richard E. Grant,1992,Grant,Richard E.,M,,199x,R:competent,Br
2382,2383,Bonita Granville,1932-1967,Granville,Bonita,F,1923,1988,R:child actress,Am
2383,2384,Charley Grapewin,1930-1951,Grapewin,Charley,M,1869,1956,R:character,Am
2384,2385,Peter Graves,1950-1988,Aurnes,Peter,M,1925,199x,R:suave,Am
2385,2386,Peter Graves,1941-1976,Graves,Peter,M,1911,199x,R:light comic,Br
2386,2387,Fernand Gravet,1933-1969,Martens,Fernand,M,1904,1970,R:debonair,Fr
2387,2388,Billy Gray,1946-1962,Gray,Billy,M,1940,199x,R:juvenile actor,Am
2388,2389,Charles Gray,1960-1978,Gray,Donald M.,M,1928,199x,R:smooth unsympathetic,Br
2389,2390,Colleen Gray,1947-1968,Jensen,Doris,F,1922,199x,R:lead,Am
2390,2391,Dolores Gray,1954-1957,Gray,Dolores,F,1924,199x,R:statuesque,Am
2391,2392,Erin Gray,,,,,,199x,RU:,Un
2392,2393,Joel Gray,,,,M,,1998x,R:dancer,Am
2393,2394,Nadia Gray,1949-1967,Gray,Nadia,F,1923,199x,R:lead,Ru-Rm
2394,2395,Sally Gray,1930-1952,Stevens,Constance,F,1916,199x,R:heroine,Br
2395,2396,Kathryn Grayson,1940-1976,Hedrick,Zelma,F,1922,199x,R:singing star,Am
2396,2397,Juliette Greco,1949-1960,Greco,Juliette,F,1927,199x,R:singer,Fr
2397,2398,Danny Green,1937-1959,Green,Danny,M,1903,199x,R:cheerful; menacing,Br
2398,2399,Gilbert Green,,,,M,,199x,RU:,Un
2399,2400,Keith Green,,,,M,,199x,RU:,Un
2400,2401,Marika Green,,,,F,,199x,RU:,Un
2401,2402,Martyn Green,1939-1968,Green,Martyn,M,1899,1975,R:light opera singer,Br
2402,2403,Nigel Green,1956-1971,Green,Nigel,M,1924,1972,R:dominant,Br
2403,2404,Seth Green,,,,M,,199x,RU:,Un
2404,2405,Graham Greene,1934-1973,Greene,Graham,M,1904,199x,R:distinguished,Br
2405,2406,H.Richard Greene,,,,M,,199x,RU:,Un
2406,2407,Leon Green,1967-1976,Green,Leon,M,,199x,R:stalwart,Br
2407,2408,Lorne Greene,1954-1981,Greene,Lorne,M,1915,1987,R:solidly built,Ca
2408,2409,Mean Joe Greene,,,,M,,199x,RU:,Un
2409,2410,Michael Greene,,,,M,,199x,RU:,Un
2410,2411,Richard Greene,1938-1972,Greene,Richard,M,1914,85,R:good-looking,Br
2411,2412,Raymond Greenleaf,1941-1950,Greenleaf,Raymond,M,1892,1963,R:lead,Am
2412,2413,Sidney Greenstreet,1941-1950,Greenstreet,Sidney,M,1879,1954,R:immense; swindler,Br
2413,2414,Charlotte Greenwood,1918-1956,Greenwood,Charlotte,F,1890,1978,R:tall comedienne,Am
2414,2415,Joan Greenwood,1940-1978,Greenwood,Joan,F,1921,1987,R:plummy-voiced,Br
2415,2416,John Greenwood,1930-1952,Greenwood,John,M,1889,1975,R:composer,Br
2416,2417,Jane Greer,1945-1974,Greer,Bettyjane,F,1924,199x,R:cool,Am
2417,2418,Clare Greet,,,,F,,199x,RU:,Un
2418,2419,Everley Gregg,1932-1945,Gregg,Everley,F,1898,1959,R:character,Br
2419,2420,Nora Gregor,1929-1939,Gregor,Nora,F,1890,1949,R:lead,Os
2420,2421,Andre Gregory,,,,M,,199x,RU:,Un
2421,2422,Celia Gregory,,,,F,,199x,RU:,Un
2422,2423,Dora Gregory,,,,F,,199x,RU:,Un
2423,2424,James Gregory,1948-1979,Gregory,James,M,1911,199x,R:heavy; cop,Am
2424,2425,Mark Gregory,,,,M,,199x,R:,
2425,2426,John Gregson,1948-1971,Gregson,John,M,1919,1975,R:likeable,Br; Scots
2426,2427,Robert Greig,1930-1948,Greig,Robert,M,1880,1958,R:servant,Au
2427,2428,Joyce Grenfell,1942-1964,Phipps,Joyce,F,1910,1979,R:refined gaucherie,Br
2428,2429,Anne Grey,,,,F,,199x,RU:,Un
2429,2430,Jennifer Grey,1987,Grey,Jennifer,F,1960,199x,R:singer and dancer,Am
2430,2431,Joel Grey,1952-1976,Katz,Joe,M,1932,199x,R:singer and dancer,Am
2431,2432,Lita Grey,1920-1930,MacMurray,Lillita,F,1909,199x,R:juvenile,Am
2432,2433,Nan Grey,1934-1941,Miller,Eschol Loleet,F,1918,1993,R:blonde,Am
2433,2434,Virginia Grey,1927-1970,Grey,Virginia,F,1917,199x,R:lissome blonde,Am
2434,2435,Robert Grieg,,,,M,,199x,RU:,Un
2435,2436,Helmut Griem,1969-1979,Griem,Helmut,M,,199x,R:lead,Ge
2436,2437,David Alan Grier,,,,M,,199x,RU:,Un
2437,2438,Pam Grier,1970-1983,Grier,Pam,F,1949,199x,R:lead,Am
2438,2439,Rosie Grier,,,,F,,199x,RU:,Un
2439,2440,Ethel Griffies,1931-1963,Woods,Ethel,F,1878,1975,R:character,Br
2440,2441,Andy Griffith,1957-1979,Griffith,Andy,M,1926,199x,R:tall; slow-speaking,Am
2441,2442,Corinne Griffith,1922-1952,Griffith,Corinne,F,1898,1979,R:lead,Am
2442,2443,Hugh Griffith,1940-1977,Griffith,Hugh,M,1912,1980,R:flamboyant,Br
2443,2444,(Welsh),,,,,,,,
2444,2445,Kenneth Griffith,1941-1973,Griffith,Kenneth,M,1921,199x,R:sharp-eyed,Br; Welsh
2445,2446,Kirstin Griffith,,,,F,,199x,RU:,Un
2446,2447,Melanie Griffith,1975-1990,Griffith,Melanie,F,,199x,R:innocent blonde,Am
2447,2448,Simone Griffith,,,,F,,199x,RU:,Un
2448,2449,Tracy Griffith,,,,M,,199x,RU:,Un
2449,2450,Jane Griffiths,1954-1963,Griffiths,Jane,F,1929,1975,R:lead,Br
2450,2451,Ele Grigsby,,,,F,,199x,RU:,Un
2451,2452,Dan Grimaldi,,,,M,,199x,RU:,Un
2452,2453,Gary Grimes,1971-1976,Grimes,Gary,M,1955,199x,R:juvenile lead,Am
2453,2454,Jonathan Griss,,,,M,,199x,RU:,Un
2454,2455,Claire Griswold,1963,,,F,,199x,R:cold beauty,Un
2455,2456,George Grizzard,1960-1980,Grizzard,George,M,1925,199x,R:sneaky roles,Am
2456,2457,Charles Grodin,1968-1981,Grodin,Charles,M,1935,199x,R:lead,Am
2457,2458,Ake Groenberg,,,,,,199x,RU:,Un
2458,2459,Herbert Gronemeyer,,,,M,,199x,RU:,Un
2459,2460,Sam Groom,,,,M,,199x,RU:,Un
2460,2461,Muriel Gross,,,,F,,199x,RU:,Un
