,ID,TITLE,RELEASE_YEAR,PRODUCER_NAME,STUDIO,GENRE
1317,JEp5,Coeur Fidele,1923,PN:,SU:,Ctxx
1318,JEp13,The Three Paneled Mirror,1927,PN:,SU:,Ctxx
1319,JEp15,The Fall of the House of Usher,1928,PN:,SL:Fr,Horr
1320,JEp16,Finis Terrae,1928,PN:,SU:,Ctxx
1321,JEp20,Mor Vran,1930,PN:,SU:,Ctxx
1322,JEp31,Le Tempestaire,1947,PN:,SU:,Ctxx
1323,LuB15,Waltztime in Vienna,1934,PN:,SL:Ge,BioP
1324,LuB20,Pygmalion,1937,PN:Rudolf Meyer,St:Cinetone,Dram
1325,LuB21,Ergens in Nederland,1937,PN:Rudolf Meyer,St:Cinetone,Dram
1326,SeH20,Sleeping Partners,1926,PN:,SU:,Ctxx
1327,SeH40,The Secret of the Loch,1934,PN:,SU:,Ctxx
1328,SeH48,Vintage Wine,1935,PN:,SU:,Ctxx
1329,SeH60,Pastor Hall,1939,PN:,SU:,Ctxx
1330,WR20,Silk Stockings,1927,PN:,SU:,Ctxx
1331,WR31,Honey,1930,P:Selznick,St:PFL,Dram
1332,WR40,Cimarron,1931,PN:Louis Sarecky,St:RKO,West
1333,WR42,No Man of her Own,1932,P:Zuckor,St:Paramount,Romt
1334,WR50,Roar of the Dragon,1932,P:Selznick,St:RKO,Dram
1335,WR60,The Monkey's Paw,1933,P:Selznick,St:RKO,Dram
1336,WR70,I'm No Angel,1933,PN:,SU:,Ctxx
1337,WR72,Shoot the Works,1934,PN:Gene Fowler,St:Paramount,Comd
1338,WR80,Bolero,1934,PN:,St:Paramount,Romt
1339,WR86,The Gilded Lily,1935,PN:Albert Lewis,St:Paramount,Romt
1340,WR110,I met him in Paris,1937,PN:,SU:,Ctxx
1341,WR112,True Confessions,1937,PN:,St:Paramount,
1342,WR115,Sing you Sinners,1938,P:Ruggles,SU:,Ctxx
1343,WR120,Too Many Husbands,1938,P:Ruggles,St:Columbia,Comd;Romt
1344,AGe10,Cirano de Bergerac,1923,PN:,St:Extra,Comd
1345,AGe20,Scampolo,1928,PN:,St:Nero,Comd
1346,AC5,Don Juan,1926,PN:,St:Warners,Dram
1347,AC6,The Beloved Rogue,1927,PN:,St:U.A.,Actn
1348,AC7,In Old San Francisco,1927,PN:,St:Warners,Ctxx
1349,AC8,The Jazz Singer,1927,PN:,St:Warners,
1350,AC9,Glorious Betsy,1928,PN:,St:Warners,
1351,AC20,The Great Impersonation,1935,PN:Edmund Grainger,St:Universal,Advt
1352,BtK10,None so Blind,1923,PN:,SU:,Ctxx
1353,CMt10,Daniel Boone,1923,PN:,St:Chronicles of America,BioP
1354,GHl7,The Big House,1930,P:,St:MGM,Dram
1355,GHl8,Min and Bill,1930,PN:,SU:,Ctxx
1356,GHl9,The Secret Six,1931,PN:,St:MGM,
1357,GHl15,Tarzan the Fearless,1933,PN:Sol Lesser,St:Principal,
1358,GP3,Die Freudlose Gasse,1925,PN:Hirschel; Sofar,SL:Germany,Dram
1359,GP4,Secrets of a Soul,1926,PN:,SL:Germany,
1360,GP6,The Love of Jeanne Ney,1927,PN:,SL:Germany,
1361,GP7,Die Büchse der Pandora,1928,PN:,St:Nero Film,
1362,GP9,Diary of a Lost Girl,1929,PN:,SL:Germany,Dram; Comd
1363,GP11,Westfront 1918,1930,PN:,SL:Germany,Actn
1364,GP13,Dreigroschenoper,1931,PN:,St:Germany; SD:Warners,Dram; Musc
1365,GP14,Kamaradschaft,1931,PN:,SL:Germany,Docu
1366,GP18,Feuertaufe,1933,PN:,SL:Germany,
1367,GP21,Mädchen in Uniform,1939,PN:,SL:Germany,
1368,GP25,Der Prozess,1948,PN:,SL:Austria,
1369,GP28,Ten Days to Die,1954,PN:,SU:,Ctxx
1370,GP100,Mädchen in Uniform,1957,PN:,SL:Germany,
1371,KGr10,Die Strasse,1923,PN:,SU:,Ctxx
1372,KGr20,At the Edge of the World,1927,PN:,SU:,Ctxx
1373,KGr30,Waterloo,1928,PN:,SU:,Ctxx
1374,KGr40,Abdul the Damned,1935,PN:,SL:GB,
1375,KGr50,Pagliacci,1935,PN:,SL:GB,
1376,KMz10,A Paper Doll's Whisper in the Spring,1925,PN:,SU:,Ctxx
1377,KMz20,The Gorge Between Love and Hate,1932,PN:,SU:,Ctxx
1378,KMz25,Osaka elegy,1936,PN:,SU:,Ctxx
1379,KMz26,Sisters of the Gion,1936,PN:,SU:,Ctxx
1380,KMz30,The Story of the Last Chrysanthemums,1939,PN:,SU:,Ctxx
1381,KMz40,Woman of Osaka,1940,PN:,SL:Japan,
1382,KMz50,The Fourty-nine Ronin,1942,PN:,SU:,Ctxx
1383,KMz55,Utamaro and his Five Women,1946,PN:,SU:,Dram
1384,KMz57,Women of the Night,1946,PN:,SU:,Dram
1385,KMz60,The Life of O'Haru,1952,PN:,SU:,Ctxx
1386,KMz70,Ugetsu Monogatari,1952,PN:,SU:,Romt
1387,KMz75,Sansho the Bailiff,1954,PN:,SU:,Dram
1388,KMz80,Streets of Shame,1956,PN:,SU:,Ctxx
1389,MRa1,Retour á la raison,1923,PN:,SU:,Ctxx
1390,MRa2,Emak Bakia,1927,PN:,SU:,Ctxx
1391,MRa3,L'Etoile de mer,1929,PN:,SU:,
1392,MRa5,Dreams that Money Can Buy,1946,PN:,SU:,Ctxx
1393,RC1,The Crazy Ray,1923,PU:,SU:,Ctxx
1394,RC2,Entr'acte,1924,PN:,SU:,Ctxx
1395,RC3,The Imaginary Voyage,1925,PU:,SU:,Ctxx
1396,RC5,Un Chapeau de Paille d'Italie,1927,PN:,St:Albatross,
1398,RC8,Sous les Toits de Paris,1930,PN:,SU:,Ctxx
1399,RC9,Le Million,1931,PN:,SU:,Comd; Musc
1400,RC10,A nous la Liberté,1931,PN:,St:Tobis,Dram; Satire
1401,RC12,The Last Millionaire,1934,PU:,SL:France,Comd
1402,RC13,The Ghost Goes West,1936,PN:,St:London; Goldwyn,Comd
1403,RC16,I Married a Witch,1942,P:Clair,St:U.A.,Romt;Fant
1404,RC18,It Happened Tomorrow,1944,P:Pressburger,St:U.A.,Fant
1405,RC19,And Then There Were None,1945,P:Clair,St:Popular Pictures,Susp
1406,RC20,Le silence est d'or,1947,PN:,SU:,Comd
1407,RC21,La Beauté du Diable,1949,PN:,St:AYJM,Dram
1408,RC22,Les Belles de Nuit,1952,PN:,SU:,Dram
1409,RuJ3,The Phantom of the Opera,1925,P:Carl Laemmle,St:Universal,Horr
1410,RuJ8,The Cat Creeps,1930,P:Laemle jr,St:Universal,Horr
1411,TWh1,Safety Last,1923,PN:Harold Lloyd,SU:,Comd
1412,TWh20,The Murder Man,1935,PN:Harry Rapf,St:MGM,Susp
1413,TWh24,Farewell Again,1937,PN:,SU:,Ctxx
1414,TWh25,The Divorce of Lady X,1937,P:A.Korda,St:London,Comd
1415,TWh30,St. Martin's Lane,1938,PN:,SU:,Ctxx
1416,TWh35,Q Planes,1938,PN:,SL:GB,Ctxx
1417,TWh37,The Mad Doctor,1939,PN:George Arthur,St:Paramount,Dram
1418,TWh40,Twin Beds,1942,PN:,SU:,Ctxx
1419,TWh41,Seven Days Leave,1942,P:Whelan,St:RKO,Musc
1420,TWh45,Higher and Higher,1943,P:Whelan,St:RKO,Comd;Romt
1421,TWh50,Step Lively,1944,PN:Robert Fellows,St:RKO,Musc
1422,TWh60,Texas Lady,1955,PN:,SU:,Dram
1423,TWh62,Rage at Dawn,1955,PN:,SU:,Dram
1424,WiB25,Little Annie Roonie,1925,PN:Mary Pickford,St:Pickford,Dram
1425,WiB30,Sparrows,1926,PN:,SU:,Ctxx
1426,WiB50,Penrod and Sam,1931,PN:,SU:,Ctxx
1427,WiB100,Crazy Knights,1944,PN:Sam Katzman,St:Monogram,Comd
1428,WiB180,The Chinese Ring,1947,PN:,St:Monogram,Myst; Comd
1429,WiB183,The Shanghai Chest,1948,PN:,St:Monogram,Myst;Comd
1430,WiB186,The Mystery of the Golden Eye,1948,PN:,St:Monogram,Myst;Comd
1431,WiB190,The Feathered Serpent,1948,PN:,St:Monogram,Myst;Comd
1432,WiB199,Bela Lugosi Meets a Brooklyn Gorilla,1952,PN:Jack Broder,SU:,Comd
1433,HSt1,Breaking into Society,1923,P:Stromberg,SU:,Ctxx
1434,W25,The Boob,1926,PU:,SU:,Comd
1435,W30,Wings,1927,P:B.B. Schulberg; Lucien Hubbard,St:Paramount,Advt
1436,W38,Woman Trap,1929,PN:,SU:,Dram
1437,W40,Chinatown Nights,1929,P:Selznick,St:Paramount-Famous-Lasky,Dram
1438,W41,The Man I Love,1929,P:J.L.Mankiewicz,St:Paramount-Famous-Lasky,Dram
1439,W50,The Public Enemy,1931,PN:,St:Warners,Actn
1440,W55,The Conquerors,1932,PN:Selznick,St:RKO,West
1441,W56,The Hatchet Man,1932,PN:,St:Warners,Dram
1442,W60,College Coach,1933,PN:,St:Warners,Dram
1443,W66,Call of the Wild,1935,P:D.F.Zanuck,St:20th Century,Advt
1444,W70,Small Town Girl,1936,PN:Hunt Stromberg,St:MGM,Dram
1445,W73,A Star is Born,1937,P:Selznick,St:Selznick,Dram
1446,W74,Nothing Sacred,1937,P:Selznick,St:Selznick,Dram
1447,W75,Men with Wings,1938,P:Wellman,St:Paramount,Epic
1448,W76,Made For Each Other,1939,P:Selznick,St:Selznick,Dram
1449,W77,Beau Geste,1939,P:Wellman,St:Paramount,Actn
1450,W78,The Light That Failed,1940,P:Wellman,St:Paramount,Dram
1451,W80,Roxie Hart,1942,PN:,SU:,Ctxx
1452,W82,Lady of Burlesque,1943,PN:Hunt Stromberg,SU:,Comd;Myst
1453,W83,The Ox-bow Incident,1943,PN:Lamar Trotti,St:Fox,West;Dram
1454,W85,Buffalo Bill,1944,PN:,St:Fox,West
1455,W90,The Story of GI Joe,1945,PN:,SU:,Ctxx
1456,W98,Island in the Sky,1953,P:Robert Fellows,St:Batjac,Advt
1457,W100,The High and the Mighty,1954,P:Wayne-Fellows,St:Batjac,Advt
1458,W101,The Track of the Cat,1954,PN:,SU:,Ctxx
1459,WWo10,The Hunchback of Notre Dame,1923,PN:,St:Universal,Horr
1460,WWo20,The Perfect Crime,1928,PN:,SU:,CnR
1461,Z2310,Gold Diggers,1923,PN:,SU:,Musc
1462,EMH10,Janice Meredith,1924,P:,St:MGM,Dram
1463,GLp10,Buddenbrooks,1924,PN:,SU:,Epic
1464,GLp15,Die Verufenen,1925,PN:,St:National Film,Dram
1465,GLp17,Die Unehlichen,1926,PN:,St:Lamprecht Film,Dram
1466,GLp30,Emil und die Detective,1931,PN:,SU:,Advt
1467,FeL1,Le ballet mechanique,1924,PN:,SU:,Ctxx
1468,JR1,La Fille de l'Eau,1924,P:J.Renoir,SU:,Dram
1469,JR5,Nana,1926,PN:J.Renoir,SU:,Dram
1470,JR10,Charleston,1927,PN:,SU:,Ctxx
1471,JR15,The Little Match-seller,1928,PN:,SU:,Ctxx
1472,JR20,La Chienne,1931,PN:Braunberger,St:Richebe,Dram
1473,JR25,Boudu Sauvé Les Eaux,1932,PN:,SU:,Comd
1474,JR30,Toni,1934,PN:,SU:,Ctxx
1475,JR33,La Nuit du Carrefour,1934,PN:,SU:,Ctxx
1476,JR35,Madame Bovary,1934,PN:,SU:,Dram
1477,JR40,Le Crime de Monsieur Lange,1935,PN:,SU:,Ctxx
1478,JR45,Les Bas Fonds,1936,PN:,SU:,Ctxx
1479,JR50,Une Partie de Campagne,1937,PN:,SU:,Romt; Dram
1480,JR55,La Grande Illusion,1937,PN:Charles Spaak,SU:,
1481,JR60,La Marseillaise,1938,PN:,SU:,Hist
1482,JR65,La Bête Humaine,1938,PN:,SU:,Dram
1483,JR70,La regle du jeu,1939,P:C.Renoir; Rolang Hakim; Robert Hakim,St:NEF,Dram
1484,JR75,Swamp Water,1939,P:Pichel,St:Fox,Horr
1485,JR77,This Land is Mine,1943,P:J.Renoir; D.Nichols,St:RKO,Dram
1486,JR79,The Southerner,1944,PN:,SU:,Ctxx
1487,JR81,The Diary of a Chambermaid,1946,PN:Bogeaus; Burgess Meredith,SL:Fr,Comd
1488,JR85,The Woman on the Beach,1947,PN:,SU:,Dram
1489,JR90,The River,1951,PN:,SU:,Ctxx
1490,JR92,The Golden Coach,1952,PN:Valentine Brosio,St:Hoche,Dram
1491,JR94,French Cancan,1955,PN:,SU:,Musc
1492,JR96,Eléna et les Hommes,1956,PN:,St:Warners,Romt
1493,JR98,Lunch on the Grass,1959,PN:,SU:,Ctxx
1494,JR100,The Vanishing Corporal,1961,PN:,SU:,Ctxx
1495,JR105,C'est la Revolution,1967,PN:,SU:,Ctxx
1496,JR110,Le Petit Theatre de Jean Renoir,1969,PN:,SU:,Ctxx
1497,PlL1,Waxworks,1924,PN:,SU:,Susp
1498,PlL2,The Cat and the Canary,1927,PN:,St:Universal,Susp
1499,PlL3,The Man Who Laughs,1928,PN:,St:Universal,
1500,SET1,Roulette,1924,P:Selznick,St:Aetna,Dram
1501,SET8,Du Barry; Woman of Passion,1930,P:,SU:,Dram
1502,SE1,Glumov's Diary,1924,PN:,SU:,txx
1503,SE3,Strike,1924,PN:,St:Goskino,
1504,SE4,Bronenosets Potemkin,1925,P:Eisenstein,St:Goskino,Dram
1505,SE6,Oktober,1927,PN:,SU:,Docu
1506,SE8,The General Line,1928,PN:,SU:,Docu
1507,SE10,Mysery and Fortune of Women,1929,PN:,SU:,Docu
1508,SE15,Que Viva Mexico,1932,PN:Upton Sinclair,SU:,Docu
1509,SE20,Alexander Nevsky,1937,PN:,St:Mosfilm,BioP
1510,SE28,Que Viva Mexico!,1940,PU:,SU:,Docu
1511,SE25,Ivan the Terrible; part I,1944,P:Eisenstein,SL:USA,BioP
1512,SE26,Ivan the Terrible; part II,1946,P:Eisenstein,SL:USA,BioP
1513,SE27,Ivan the Terrible; part III,1946,P:Eisenstein,SL:USA,BioP
1514,AlD10,Catherine,1924,PN:J.Renoir,SU:,Ctxx
1515,DBu10,Lily of the Dust,1924,PN:,St:Paramount,Dram;Romt
1516,WKH1,East of Broadway,1924,PN:,SU:,Dram
1517,WKH10,The Main Event,1927,PN:,SU:,Dram
1518,WKH14,The Valiant,1929,PN:,SU:,Dram
1519,WKH20,Scotland Yard,1930,PN:,SU:,Dram
1520,WKH30,Sherlock Holmes,1932,PN:,SU:,Dram
1521,WKH35,The Power and The Glory,1933,P:Jesse L. Lasky,St:Fox,Dram
1522,WKH40,The Cat and the Fiddle,1934,PN:,SU:,Dram
1523,WKH44,Vanessa; her Love Story,1935,P:Selznick,St:MGM,Dram
1524,WKH45,Mary Burns Fugitive,1935,P:Wanger,St:Paramount,Dram
1525,WKH50,Fire over England,1936,PN:,St:Pendennis; London,Dram
1526,WKH52,The Princess Comes Across,1936,PN:,SU:,Comd
1527,WKH60,Johnny Come Lately,1943,PN:,SU:,Dram
1528,AES10,Putting Pants on Philip,1926,P:Roach,SU:,Comd
1529,AES11,It's the Old Army Game,1926,P:,St:Paramount,Comd
1530,AES70,Diamond Jim,1935,P:Grainger,St:Universal,Comd
1531,AES80,The Flying Deuces,1939,P:Roach,SU:,Comd
1532,AES85,The Invisible Woman,1939,PN:Burt Keyes,St:Universal,Comd
1533,AES90,One Night in the Tropics,1939,PN:Leonard Spiegelglass,St:Universal,Comd;Musc
1535,AES100,Follow the Boys,1944,P:Charlie Feldman,St:Universal,Musc
1536,AJG50,A Chump at Oxford,1939,P:Roach,SU:,Comd
1537,ArF10,UN,1925,PN:,SU:,Actn
1538,ChR4,The Man in the Box,1925,PN:,SU:,Ctxx
1539,ChR10,Steamboat Bill jnr.,1928,P:Keaton,St:U.A.,Comd
1540,ChR13,Hollywood Revue,1929,PN:Harry Rapf,St:MGM,Musc
1541,ChR20,Reducing,1932,PN:,SU:,Ctxx
1542,ChR30,The Show-Off,1934,PN:,SU:,Ctxx
1543,ChR40,Sophie Lang Goes West,1937,PN:,SU:,Ctxx
1544,ChR50,The Big Store,1941,PN:Louis K. Sidney,St:MGM,Comd
1545,ChR60,Lost in a Harem,1944,PN:George Haight,St:MGM,Comd
1546,ChR70,The Cobra Strikes,1948,PN:,SU:,Ctxx
1547,ChR80,The Travelling Saleswoman,1950,PN:,SU:,Comd
1548,CLa40,Love; Honor; and Oh Baby,1941,PN:,SU:,Comd
1549,CLa60,The Merry Monahans,1944,PN:,SU:,Comd
1550,CLa65,Bowery to Broadway,1944,PN:,SU:,Comd
1551,CLa70,Frontier Gal,1945,PN:,SU:,Comd
1552,CLa75,The Runaround,1946,PN:,SU:,Comd
1553,CLa80,Slave Girl,1947,PN:,SU:,Comd
1554,CLa90,Bagdad,1949,PN:,SU:,Comd
1555,CLa95,Abbott and Costello in the Foreign Legion,1950,PN:Robert Artur,St:UI,Comd
1556,CLa100,Abbott and Costello Meet the Invisible Man,1951,PN:Howard Christie,St:Universal,Comd
1557,CLa110,Abbott and Costello Meet Captain Kidd,1952,PN:Alex Gottlieb,St:Warners,Comd
1558,CLa114,Abbott and Costello Go To Mars,1953,PN:Howard Christie,St:UI,Comd
1559,CLa115,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,1953,PN:,St:Universal,Comd
1560,CLa117,Ma and Pa Kettle in Paris,1953,PN:,SU:,Comd
1561,CLa120,Untamed Heiress,1954,PN:,SU:,Comd
1562,CLa121,Abbott and Costello Meet the Keystone Kops,1954,PN:Howard Christie,St:Universal,Comd
1563,CLa125,Abbott and Costello Meet the Mummy,1955,PN:Howard Christie,St:Universal,Comd
1565,CLa127,Dance With me; Henry,1956,PN:,SU:,Comd
1566,CLa135,The Kettles in the Ozarks,1956,PN:,SU:,Comd
1567,CLa150,The World of Abbott and Costello,1965,PN:Max L. Rosenberg; Milton Subotsky,St:Universal,Comd
1568,EAD10,Vaudeville,1925,PN:,St:UFA,Dram
1569,EG3,Love,1927,P:E.Goulding,St:MGM,Dram
1570,EG6,The Trespasser,1929,PN:,SU:,Ctxx
1571,EG10,Blondie of the Follies,1932,PN:Marion Davis; Irving Thalberg,S:MGM,Comd; Dram
1572,EG11,Grand Hotel,1932,P:Irving Thalberg,St:MGM,Dram
1573,EG13,The Flame Within,1935,P:E.Goulding,SU:,Ctxx
1574,EG14,That Certain Woman,1936,PN:,SU:,Ctxx
1575,EG16,The Dawn Patrol,1938,P:Wallis,St:Warners,Actn
1576,EG17,Dark Victory,1939,PN:David Lewis,St:Warners,Dram
1577,EG18,The Old Maid,1939,PN:,St:Warners,Dram
1578,EG19,We Are Not Alone,1939,PN:,SU:,Ctxx
1579,EG21,The Great Lie,1941,PN:,SU:,Ctxx
1580,EG23,The Constant Nymph,1943,P:Blanke,St:Warners,Romt
1581,EG24,Claudia,1943,PN:W. Perlheim,St:Fox,Ctxx
1582,EG25,Of Human Bondage,1946,PN:Henry Blake,St:Warners,Dram
1583,EG20,The Razor's Edge,1946,P:D.F.Zanuck,St:Fox,Dram
1584,EG27,Nightmare Alley,1947,PN:,St:fox,Dram
1585,EG28,Everybody does it,1949,P:Nunally J.,St:Fox,Musc
1586,EG30,We're not Married,1952,PN:,SU:,Ctxx
1587,ESl10,His People,1925,PN:,SU:,Dram
1588,ESl30,There's Always Tomorrow,1934,PN:,St:MGM,Dram
1589,GLC2,So's Your Old Man,1926,PN:,St:Paramount,Comd
1590,GLC3,Smart Woman,1931,PN:,SU:,Dram
1591,GLC4,Symphony of Six Million,1932,P:Selznick,St:RKO,Dram
1592,GLC6,Age of Consent,1932,P:Selznick,St:RKO,Dram
1593,GLC7,The Half-Naked Truth,1932,P:Selznick,St:RKO,Dram
1594,GLC9,What Every Woman Knows,1934,PN:,St:MGM,Romt
1595,GLC11,She Married Her Boss,1935,PN:,SU:,Comd
1596,GLC12,My Man Godfrey,1936,PN:Charles R. Rogers,St:Universal,Comd
1597,GLC13,Stage Door,1937,P:Berman,St:RKO,Dram;Comd
1598,GLC15,The Primrose Path,1940,P:LaCava,St:RKO,
1599,IGB10,Seven Chances,1925,PN:,SU:,Comd
1600,IGB20,Sky Hawk,1929,PN:,SU:,Ctxx
1601,IGB30,Tolable David,1930,PN:,SU:,Ctxx
1602,IGB40,Charlie Chan's Chance,1932,PN:,SU:,Myst;Comd
1603,IGB45,Great Guy,1936,PN:Douglas Maclean,S:Great National,CnR
1604,IGB50,Blockheads,1938,PN:Roach; Stan Laurel,SU:,Comd
1605,IrC51,Behind That Curtain,1929,PN:,St:Fox,Myst;Comd
1606,IrC54,The Devil with Women,1930,PU:,S:Fox,Advt
1607,IrC55,The Holy Terror,1931,PU:,S:Fox,Advt
1608,IrC56,The Cisco Kid,1931,PN:,SU:,West
1609,IrC60,The Man Hunt,1933,PN:,SU:,West
1610,IrC66,It's a Small World,1935,PN:,SU:,
1611,IrC67,Curly Top,1935,PN:D.F.Zanuck; Winfield Sheehan,St:Fox,Romt
1612,IrC73,Poor Little Rich Girl,1936,PN:,SU:,Romt
1613,IrC74,Little Miss Broadway,1936,PN:,SU:,
1614,IrC76,The Story of Alexander Graham Bell,1938,PN:,SU:,BioP
1615,IrC77,Hollywood Cavalcade,1939,PN:Harry Joe Brown,St:Fox,Dram
1616,IrC79,Lillian Russell,1940,P:D.Markey,St:Fox,Musc;BioP
1617,IrC80,Down Argentine Way,1940,PN:,SU:,
1618,IrC81,That Night in Rio,1941,P:Kohlmar,St:Fox,Musc
1619,IrC86,Sweet Rosie O'Grady,1943,P:Perlberg,St:Fox,Musc
1620,IrC89,The Dolly Sisters,1945,PN:,SU:,
1621,IrC95,Double Dynamite,1951,P:Cummings,St:RKO,Comd
1622,LM2,Tm:The Cave Man,1926,PN:,St:Warners,Comd
1623,LM4,Two Arabian Knights,1930,P:H.Hughes,SU:,CTxx
1624,LM9,All Quiet on the Western Front,1930,P:Laemmle jr,St:Universal,Dram
1625,LM10,The Front Page,1930,P:H.Hughes,St:Hughes,Dram
1626,LM11,Rain,1932,P:F.Howard,St:U.A.,Advt;Romt
1627,LM12,Hallelujah; I'm a Bum Again,1933,PN:,SU:,Ctxx
1628,LM14,Paris in the Spring,1935,PN:,SU:,CTxx
1629,LM15,Anything Goes,1936,PN:Benjamin Glazer,St:Paramount,Musc
1630,LM16,The General died at Dawn,1936,PN:,SU:,Ctxx
1631,LM17,Of Mice and Men,1939,P:Roach,SU:,Dram
1632,LM20,Edge of Darkness,1943,PN:Henry Blanke,St:Warners,Dram
1633,LM22,The Puple Heart,1944,PN:D.F.Zanuck,St:Fox,Dram
1634,LM25,A Walk in the Sun,1946,PN:Milestone,SU:,Dram
1635,LM26,The Strange Love of Martha Ivers,1946,P:Wallis,St:Paramount,Dram
1636,LM29,Arch of Triumph,1948,P:Milestone,St:Enterprise,Dram
1637,LM32,Les Misérables,1952,P:Kohlmar,St:Fox,
1638,LM38.,Mutiny on the Bounty,1962,P:Aaron Rosenberg,St:MGM,Dram
1639,LM100,The Bull Skinner,1958,P:Hitchcock,St:Shamley; NBC,Susp
1640,LM110,Ocean's Eleven,1960,P:Milestone,St:Warners,CnR
1641,MoB10,The Torrent,1925,PN:Hunt Stromberg,St:MGM,Dram
1642,PSl10,Too many Kisses,1925,PN:,St:Paramount,Comd
1643,S1,The Salvation Hunters,1925,PN:,SU:,Ctxx
1644,S3,Underworld,1927,PN:,SU:,Ctxx
1645,S5,Last Command,1928,P:,St:Paramount,Dram
1646,S6,Docks of New York,1928,PN:,SU:,Dram
1647,S9,Der Blaue Engel,1930,P:Zuckmayer; Pommer,St:UFA,
1648,S10,Morocco,1930,PN:Louis S. Lighton,St:Paramount,Romt
1649,S11,Dishonoured,1931,PN:,St:Paramount,Ctxx
1650,S12,An American Tragedy,1931,P:,St:Paramount,Dram
1651,S13,Shanghai Express,1932,PN:,St:Paramount,
1652,S14,Blonde Venus,1932,PN:,St:Paramount,Dram
1653,S15,The Scarlet Empress,1934,PN:,St:Paramount,BioP
1654,S16,The Devil is a Woman,1935,PN:,St:Paramount,Ctxx
1655,S17,The King Steps Out,1936,PN:,St:Columbia,Musc
1656,S18,Crime and Punishment,1936,PN:,SU:,Ctxx
1657,S21,The Shanghai Gesture,1941,PN:Arnold Pressburger,St:Arnold Productions,Dram
1658,S22,Jet Pilot,1950,PN:,SU:,Ctxx
1659,S23,Macao,1951,P:H.Hughes,SU:,CTxx
1660,S24.,The Saga of Anatahan,1953,PN:,SL:Japan,
1661,ThD20,The High Command,1936,PN:,SU:,
1662,ThD28,The Arsenal Stadium Mystery,1939,PN:,SU:,
1663,ThD30,Gaslight,1939,PN:John Cornfield,St:British National,
1664,ThD35,The Prime Minister,1941,PN:,SU:,
1665,ThD36,Next of Kin,1941,PN:,SU:,
1666,ThD40,Men of Two Worlds,1945,PN:,SU:,
1667,ThD45,The Queen of Spades,1947,PN:,SU:,
1668,ThD50,The Secret People,1952,PN:Sidney Cole,St:Ealing,Susp
1669,ThD55,Hill 24 Doesn't Answer,1955,PN:,SU:,
1670,WW12,Hell's Heroes,1929,PN:,St:Universal,
1671,WW23,A House Divided,1931,PN:Paul Kohner,St:Universal,
1672,WW30,Counsellor at Law,1933,PN:Henry Henigson,St:Universal,Dram
1673,WW38,The Good Fairy,1935,PN:,SU:,Ctxx
1674,WW41,These Three,1936,P:,SU:,Dram
1675,WW42,Dodsworth,1936,P:S.Goldwyn,St:Goldwyn,Dram
1676,WW43,Dead End,1937,P:S.Goldwyn,St:Goldwyn,Dram
1677,WW44,Jezebel,1938,P:wyler; Blanke,St:Warners,Dram
1678,WW45,Wuthering Heights,1939,P:S.Goldwyn,St:MGM,Romt
1679,WW46,The Letter,1940,PN:Robert Lord,St:Warners,
1680,WW47,The Westerner,1940,PN:Sam Goldwyn,St:Goldwyn,West
1681,WW48,The Little Foxes,1941,P:S.Goldwyn,SU:,
1682,WW54,Mrs. Miniver,1942,PN:,SU:,Dram
1683,WW60,The Memphis Belle,1944,PN:War Activities Comission,SU:,Docu
1684,WW61,The Fighting Lady,1945,PN:,SU:,Docu
1685,WW63,The Best Years of our Lives,1946,P:S.Goldwyn,St:Goldwyb,Dram
1686,WW64,The Heiress,1949,PN:,SU:,Dram
1687,WW65,Detective Story,1951,P:Wyler,SU:,CnR
1688,WW66,Carrie,1952,P:Wyler,St:Paramount,Dram
1689,WW67,Roman Holiday,1953,P:Wyler,St:Cinecitta; Paramount,Romt
1690,WW73,Desperate Hours,1955,P:Wyler,St:Paramount,Dram
1691,WW69,The Friendly Persuasion,1956,PN:,SU:,Ctxx
1692,WW80,The Big Country,1958,P:Wyler; Gregory Peck,St:U.A.,West
1693,WW81,Ben Hur,1959,P:Zimbalist,St:MGM,
1694,WW82,The Children's Hour,1962,P:Wyler,St:U.A.; Mirisch,Dram
1695,WW83,The Collector,1965,PN:,SU:,Ctxx
1696,WW84,How to Steal a Million,1966,PN:Fred Kohlmar,St:Fox,Comd
1697,WW85,Funny Girl,1968,P:Ray Stark,St:Columbia,Musc
1698,WW87,The Liberation of L.B. Jones,1970,PN: Ronald Lubin,S:Columbia,Susp
1699,ACa10,Rien que les Heures,1926,PN:,SU:,Ctxx
1700,ACa17,En Rade,1927,PN:,SU:,Ctxx
1701,ACa20,Sea Fever,1929,PN:,SU:,Ctxx
1702,ACa30,North Sea,1938,PN:,SU:,Ctxx
1703,ACa36,Men of the Lightship,1941,PN:,SU:,Ctxx
1704,ACa40,Went the Day Well?,1942,PN:S.C. Balcon,St:Ealing,Dram
1705,ACa46,Champagne Charlie,1945,PN:,SU:,Ctxx
1706,ACa50,Dead of Night,1945,P:Sidney Cole; John Croydon,St:Ealing,Horr
1707,ACa60,Nicholas Nickleby,1947,PN:John Croydon; Michael Balcon,St:Ealing,Dram;Comd
1708,ACa62,They made Me a Fugitive,1947,PN:,SU:,Ctxx
1709,ACa64,The First Gentleman,1948,PN:,SU:,Ctxx
1710,ACa66,For Them That Trespass,1949,PN:,SU:,Ctxx
